Fund_Name,NAV,Date
SBI Small Cap Fund - Direct Plan - Growth,27.0697,03-12-2014
SBI Small Cap Fund - Direct Plan - Growth,26.5928,02-12-2014
SBI Small Cap Fund - Direct Plan - Growth,26.2093,01-12-2014
SBI Small Cap Fund - Direct Plan - Growth,26.2402,28-11-2014
SBI Small Cap Fund - Direct Plan - Growth,26.0216,27-11-2014
SBI Small Cap Fund - Direct Plan - Growth,25.6618,26-11-2014
SBI Small Cap Fund - Direct Plan - Growth,25.3911,25-11-2014
SBI Small Cap Fund - Direct Plan - Growth,25.896,24-11-2014
SBI Small Cap Fund - Direct Plan - Growth,25.9891,21-11-2014
SBI Small Cap Fund - Direct Plan - Growth,25.8923,20-11-2014
SBI Small Cap Fund - Direct Plan - Growth,26.0641,19-11-2014
SBI Small Cap Fund - Direct Plan - Growth,26.0028,18-11-2014
SBI Small Cap Fund - Direct Plan - Growth,25.74,17-11-2014
SBI Small Cap Fund - Direct Plan - Growth,25.4694,14-11-2014
SBI Small Cap Fund - Direct Plan - Growth,25.3732,13-11-2014
SBI Small Cap Fund - Direct Plan - Growth,25.2255,12-11-2014
SBI Small Cap Fund - Direct Plan - Growth,24.92,11-11-2014
SBI Small Cap Fund - Direct Plan - Growth,24.7095,10-11-2014
SBI Small Cap Fund - Direct Plan - Growth,24.567,07-11-2014
SBI Small Cap Fund - Direct Plan - Growth,24.6593,05-11-2014
SBI Small Cap Fund - Direct Plan - Growth,24.5647,03-11-2014
SBI Small Cap Fund - Direct Plan - Growth,24.3031,31-10-2014
SBI Small Cap Fund - Direct Plan - Growth,24.2267,30-10-2014
SBI Small Cap Fund - Direct Plan - Growth,24.2092,29-10-2014
SBI Small Cap Fund - Direct Plan - Growth,24.0775,28-10-2014
SBI Small Cap Fund - Direct Plan - Growth,23.9115,27-10-2014
SBI Small Cap Fund - Direct Plan - Growth,23.8185,22-10-2014
SBI Small Cap Fund - Direct Plan - Growth,23.54,21-10-2014
SBI Small Cap Fund - Direct Plan - Growth,23.3913,20-10-2014
SBI Small Cap Fund - Direct Plan - Growth,23.3519,17-10-2014
SBI Small Cap Fund - Direct Plan - Growth,23.2763,16-10-2014
SBI Small Cap Fund - Direct Plan - Growth,23.7147,14-10-2014
SBI Small Cap Fund - Direct Plan - Growth,23.8232,13-10-2014
SBI Small Cap Fund - Direct Plan - Growth,23.7407,10-10-2014
SBI Small Cap Fund - Direct Plan - Growth,24.0814,09-10-2014
SBI Small Cap Fund - Direct Plan - Growth,24.0609,08-10-2014
SBI Small Cap Fund - Direct Plan - Growth,23.9234,07-10-2014
SBI Small Cap Fund - Direct Plan - Growth,24.1597,01-10-2014
SBI Small Cap Fund - Direct Plan - Growth,24.2982,30-09-2014
SBI Small Cap Fund - Direct Plan - Growth,23.9932,29-09-2014
SBI Small Cap Fund - Direct Plan - Growth,23.6912,26-09-2014
SBI Small Cap Fund - Direct Plan - Growth,23.6113,25-09-2014
SBI Small Cap Fund - Direct Plan - Growth,24.1531,24-09-2014
SBI Small Cap Fund - Direct Plan - Growth,24.5235,23-09-2014
SBI Small Cap Fund - Direct Plan - Growth,24.9688,22-09-2014
SBI Small Cap Fund - Direct Plan - Growth,24.6537,19-09-2014
SBI Small Cap Fund - Direct Plan - Growth,24.5974,18-09-2014
SBI Small Cap Fund - Direct Plan - Growth,24.2051,17-09-2014
SBI Small Cap Fund - Direct Plan - Growth,24.0716,16-09-2014
SBI Small Cap Fund - Direct Plan - Growth,24.7489,15-09-2014
SBI Small Cap Fund - Direct Plan - Growth,24.6248,12-09-2014
SBI Small Cap Fund - Direct Plan - Growth,24.41,11-09-2014
SBI Small Cap Fund - Direct Plan - Growth,23.8862,10-09-2014
SBI Small Cap Fund - Direct Plan - Growth,23.6853,09-09-2014
SBI Small Cap Fund - Direct Plan - Growth,23.31,08-09-2014
SBI Small Cap Fund - Direct Plan - Growth,22.9624,05-09-2014
SBI Small Cap Fund - Direct Plan - Growth,22.8661,04-09-2014
SBI Small Cap Fund - Direct Plan - Growth,22.842,03-09-2014
SBI Small Cap Fund - Direct Plan - Growth,22.6476,02-09-2014
SBI Small Cap Fund - Direct Plan - Growth,22.5292,01-09-2014
SBI Small Cap Fund - Direct Plan - Growth,22.1709,28-08-2014
SBI Small Cap Fund - Direct Plan - Growth,22.0752,27-08-2014
SBI Small Cap Fund - Direct Plan - Growth,21.6681,26-08-2014
SBI Small Cap Fund - Direct Plan - Growth,21.7299,25-08-2014
SBI Small Cap Fund - Direct Plan - Growth,21.898,22-08-2014
SBI Small Cap Fund - Direct Plan - Growth,21.8125,21-08-2014
SBI Small Cap Fund - Direct Plan - Growth,21.5099,20-08-2014
SBI Small Cap Fund - Direct Plan - Growth,21.1964,19-08-2014
SBI Small Cap Fund - Direct Plan - Growth,20.9437,18-08-2014
SBI Small Cap Fund - Direct Plan - Growth,20.6268,14-08-2014
SBI Small Cap Fund - Direct Plan - Growth,20.4227,13-08-2014
SBI Small Cap Fund - Direct Plan - Growth,20.9523,12-08-2014
SBI Small Cap Fund - Direct Plan - Growth,21.0294,11-08-2014
SBI Small Cap Fund - Direct Plan - Growth,20.9051,08-08-2014
SBI Small Cap Fund - Direct Plan - Growth,21.1366,07-08-2014
SBI Small Cap Fund - Direct Plan - Growth,21.2068,06-08-2014
SBI Small Cap Fund - Direct Plan - Growth,21.1792,05-08-2014
SBI Small Cap Fund - Direct Plan - Growth,21.1423,04-08-2014
SBI Small Cap Fund - Direct Plan - Growth,20.8274,01-08-2014
SBI Small Cap Fund - Direct Plan - Growth,21.0652,31-07-2014
SBI Small Cap Fund - Direct Plan - Growth,21.0491,30-07-2014
SBI Small Cap Fund - Direct Plan - Growth,21.1246,28-07-2014
SBI Small Cap Fund - Direct Plan - Growth,21.1489,25-07-2014
SBI Small Cap Fund - Direct Plan - Growth,21.3216,24-07-2014
SBI Small Cap Fund - Direct Plan - Growth,21.24,23-07-2014
SBI Small Cap Fund - Direct Plan - Growth,21.363,22-07-2014
SBI Small Cap Fund - Direct Plan - Growth,21.28,21-07-2014
SBI Small Cap Fund - Direct Plan - Growth,20.8316,18-07-2014
SBI Small Cap Fund - Direct Plan - Growth,20.8995,17-07-2014
SBI Small Cap Fund - Direct Plan - Growth,20.4248,16-07-2014
SBI Small Cap Fund - Direct Plan - Growth,19.9854,15-07-2014
SBI Small Cap Fund - Direct Plan - Growth,19.7798,14-07-2014
SBI Small Cap Fund - Direct Plan - Growth,19.8392,11-07-2014
SBI Small Cap Fund - Direct Plan - Growth,20.1881,10-07-2014
SBI Small Cap Fund - Direct Plan - Growth,20.1567,09-07-2014
SBI Small Cap Fund - Direct Plan - Growth,20.4515,08-07-2014
SBI Small Cap Fund - Direct Plan - Growth,20.9874,07-07-2014
SBI Small Cap Fund - Direct Plan - Growth,20.7887,04-07-2014
SBI Small Cap Fund - Direct Plan - Growth,20.539,03-07-2014
SBI Small Cap Fund - Direct Plan - Growth,20.3994,02-07-2014
SBI Small Cap Fund - Direct Plan - Growth,20.2237,01-07-2014
SBI Small Cap Fund - Direct Plan - Growth,20.0705,30-06-2014
SBI Small Cap Fund - Direct Plan - Growth,19.669,27-06-2014
SBI Small Cap Fund - Direct Plan - Growth,19.5189,26-06-2014
SBI Small Cap Fund - Direct Plan - Growth,19.3056,25-06-2014
SBI Small Cap Fund - Direct Plan - Growth,19.1991,24-06-2014
SBI Small Cap Fund - Direct Plan - Growth,19.1147,23-06-2014
SBI Small Cap Fund - Direct Plan - Growth,19.1702,20-06-2014
SBI Small Cap Fund - Direct Plan - Growth,19.1541,19-06-2014
SBI Small Cap Fund - Direct Plan - Growth,19.2167,18-06-2014
SBI Small Cap Fund - Direct Plan - Growth,19.0015,17-06-2014
SBI Small Cap Fund - Direct Plan - Growth,18.7174,16-06-2014
SBI Small Cap Fund - Direct Plan - Growth,18.7545,13-06-2014
SBI Small Cap Fund - Direct Plan - Growth,18.9265,12-06-2014
SBI Small Cap Fund - Direct Plan - Growth,18.7536,11-06-2014
SBI Small Cap Fund - Direct Plan - Growth,18.9611,10-06-2014
SBI Small Cap Fund - Direct Plan - Growth,18.8095,09-06-2014
SBI Small Cap Fund - Direct Plan - Growth,18.5395,06-06-2014
SBI Small Cap Fund - Direct Plan - Growth,18.2638,05-06-2014
SBI Small Cap Fund - Direct Plan - Growth,18.0406,04-06-2014
SBI Small Cap Fund - Direct Plan - Growth,17.7281,03-06-2014
SBI Small Cap Fund - Direct Plan - Growth,17.7284,02-06-2014
SBI Small Cap Fund - Direct Plan - Growth,17.5999,30-05-2014
SBI Small Cap Fund - Direct Plan - Growth,17.6411,29-05-2014
SBI Small Cap Fund - Direct Plan - Growth,17.7014,28-05-2014
SBI Small Cap Fund - Direct Plan - Growth,17.4244,27-05-2014
SBI Small Cap Fund - Direct Plan - Growth,17.2722,26-05-2014
SBI Small Cap Fund - Direct Plan - Growth,17.5799,23-05-2014
SBI Small Cap Fund - Direct Plan - Growth,17.6336,22-05-2014
SBI Small Cap Fund - Direct Plan - Growth,17.3618,21-05-2014
SBI Small Cap Fund - Direct Plan - Growth,17.0756,20-05-2014
SBI Small Cap Fund - Direct Plan - Growth,16.6375,19-05-2014
SBI Small Cap Fund - Direct Plan - Growth,16.3354,16-05-2014
SBI Small Cap Fund - Direct Plan - Growth,16.2742,15-05-2014
SBI Small Cap Fund - Direct Plan - Growth,16.3868,14-05-2014
SBI Small Cap Fund - Direct Plan - Growth,16.318,13-05-2014
SBI Small Cap Fund - Direct Plan - Growth,16.236,12-05-2014
SBI Small Cap Fund - Direct Plan - Growth,16.2665,09-05-2014
SBI Small Cap Fund - Direct Plan - Growth,16.2601,08-05-2014
SBI Small Cap Fund - Direct Plan - Growth,16.2031,07-05-2014
SBI Small Cap Fund - Direct Plan - Growth,16.2026,06-05-2014
SBI Small Cap Fund - Direct Plan - Growth,16.1466,05-05-2014
SBI Small Cap Fund - Direct Plan - Growth,16.1784,02-05-2014
SBI Small Cap Fund - Direct Plan - Growth,16.194,30-04-2014
SBI Small Cap Fund - Direct Plan - Growth,16.4239,29-04-2014
SBI Small Cap Fund - Direct Plan - Growth,16.3857,28-04-2014
SBI Small Cap Fund - Direct Plan - Growth,16.2714,25-04-2014
SBI Small Cap Fund - Direct Plan - Growth,16.2362,23-04-2014
SBI Small Cap Fund - Direct Plan - Growth,16.1917,22-04-2014
SBI Small Cap Fund - Direct Plan - Growth,16.061,21-04-2014
SBI Small Cap Fund - Direct Plan - Growth,15.9681,17-04-2014
SBI Small Cap Fund - Direct Plan - Growth,15.8341,16-04-2014
SBI Small Cap Fund - Direct Plan - Growth,15.959,15-04-2014
SBI Small Cap Fund - Direct Plan - Growth,15.8805,11-04-2014
SBI Small Cap Fund - Direct Plan - Growth,15.7832,10-04-2014
SBI Small Cap Fund - Direct Plan - Growth,15.7721,09-04-2014
SBI Small Cap Fund - Direct Plan - Growth,15.7238,07-04-2014
SBI Small Cap Fund - Direct Plan - Growth,15.6554,04-04-2014
SBI Small Cap Fund - Direct Plan - Growth,15.5016,03-04-2014
SBI Small Cap Fund - Direct Plan - Growth,15.5261,02-04-2014
SBI Small Cap Fund - Direct Plan - Growth,15.3236,01-04-2014
SBI Small Cap Fund - Direct Plan - Growth,15.2761,31-03-2014
SBI Small Cap Fund - Direct Plan - Growth,15.1698,28-03-2014
SBI Small Cap Fund - Direct Plan - Growth,15.016,27-03-2014
SBI Small Cap Fund - Direct Plan - Growth,15.0172,26-03-2014
SBI Small Cap Fund - Direct Plan - Growth,15.017,25-03-2014
SBI Small Cap Fund - Direct Plan - Growth,14.9833,24-03-2014
SBI Small Cap Fund - Direct Plan - Growth,14.9389,21-03-2014
SBI Small Cap Fund - Direct Plan - Growth,14.8045,20-03-2014
SBI Small Cap Fund - Direct Plan - Growth,14.7118,19-03-2014
SBI Small Cap Fund - Direct Plan - Growth,14.7961,18-03-2014
SBI Small Cap Fund - Direct Plan - Growth,14.6527,14-03-2014
SBI Small Cap Fund - Direct Plan - Growth,14.7121,13-03-2014
SBI Small Cap Fund - Direct Plan - Growth,14.7175,12-03-2014
SBI Small Cap Fund - Direct Plan - Growth,14.6449,11-03-2014
SBI Small Cap Fund - Direct Plan - Growth,14.5576,10-03-2014
SBI Small Cap Fund - Direct Plan - Growth,14.5275,07-03-2014
SBI Small Cap Fund - Direct Plan - Growth,14.6678,06-03-2014
SBI Small Cap Fund - Direct Plan - Growth,14.5448,05-03-2014
SBI Small Cap Fund - Direct Plan - Growth,14.4166,04-03-2014
SBI Small Cap Fund - Direct Plan - Growth,14.2753,03-03-2014
SBI Small Cap Fund - Direct Plan - Growth,14.2102,28-02-2014
SBI Small Cap Fund - Direct Plan - Growth,14.1733,26-02-2014
SBI Small Cap Fund - Direct Plan - Growth,14.2704,25-02-2014
SBI Small Cap Fund - Direct Plan - Growth,14.1905,24-02-2014
SBI Small Cap Fund - Direct Plan - Growth,14.037,21-02-2014
SBI Small Cap Fund - Direct Plan - Growth,13.8913,20-02-2014
SBI Small Cap Fund - Direct Plan - Growth,13.801,19-02-2014
SBI Small Cap Fund - Direct Plan - Growth,13.6801,18-02-2014
SBI Small Cap Fund - Direct Plan - Growth,13.6423,17-02-2014
SBI Small Cap Fund - Direct Plan - Growth,13.5948,14-02-2014
SBI Small Cap Fund - Direct Plan - Growth,13.678,13-02-2014
SBI Small Cap Fund - Direct Plan - Growth,13.6874,12-02-2014
SBI Small Cap Fund - Direct Plan - Growth,13.6983,11-02-2014
SBI Small Cap Fund - Direct Plan - Growth,13.7402,10-02-2014
SBI Small Cap Fund - Direct Plan - Growth,13.5552,07-02-2014
SBI Small Cap Fund - Direct Plan - Growth,13.5883,06-02-2014
SBI Small Cap Fund - Direct Plan - Growth,13.5431,05-02-2014
SBI Small Cap Fund - Direct Plan - Growth,13.4717,04-02-2014
SBI Small Cap Fund - Direct Plan - Growth,13.4995,03-02-2014
SBI Small Cap Fund - Direct Plan - Growth,13.6059,31-01-2014
SBI Small Cap Fund - Direct Plan - Growth,13.4661,30-01-2014
SBI Small Cap Fund - Direct Plan - Growth,13.4977,29-01-2014
SBI Small Cap Fund - Direct Plan - Growth,13.5678,28-01-2014
SBI Small Cap Fund - Direct Plan - Growth,13.6829,27-01-2014
SBI Small Cap Fund - Direct Plan - Growth,13.8688,24-01-2014
SBI Small Cap Fund - Direct Plan - Growth,13.9537,23-01-2014
SBI Small Cap Fund - Direct Plan - Growth,13.9302,22-01-2014
SBI Small Cap Fund - Direct Plan - Growth,13.8659,21-01-2014
SBI Small Cap Fund - Direct Plan - Growth,13.8144,20-01-2014
SBI Small Cap Fund - Direct Plan - Growth,13.7841,17-01-2014
SBI Small Cap Fund - Direct Plan - Growth,14.0042,16-01-2014
SBI Small Cap Fund - Direct Plan - Growth,14.0209,15-01-2014
SBI Small Cap Fund - Direct Plan - Growth,13.8249,14-01-2014
SBI Small Cap Fund - Direct Plan - Growth,13.7909,13-01-2014
SBI Small Cap Fund - Direct Plan - Growth,13.8143,10-01-2014
SBI Small Cap Fund - Direct Plan - Growth,13.8644,09-01-2014
SBI Small Cap Fund - Direct Plan - Growth,14.0081,08-01-2014
SBI Small Cap Fund - Direct Plan - Growth,13.9214,07-01-2014
SBI Small Cap Fund - Direct Plan - Growth,13.8568,06-01-2014
SBI Small Cap Fund - Direct Plan - Growth,13.8494,03-01-2014
SBI Small Cap Fund - Direct Plan - Growth,13.7553,02-01-2014
SBI Small Cap Fund - Direct Plan - Growth,13.7418,01-01-2014
SBI Small Cap Fund - Direct Plan - Growth,13.7277,31-12-2013
SBI Small Cap Fund - Direct Plan - Growth,13.5862,30-12-2013
SBI Small Cap Fund - Direct Plan - Growth,13.5024,27-12-2013
SBI Small Cap Fund - Direct Plan - Growth,13.4811,26-12-2013
SBI Small Cap Fund - Direct Plan - Growth,13.2683,24-12-2013
SBI Small Cap Fund - Direct Plan - Growth,13.1886,23-12-2013
SBI Small Cap Fund - Direct Plan - Growth,13.1776,20-12-2013
SBI Small Cap Fund - Direct Plan - Growth,13.1392,19-12-2013
SBI Small Cap Fund - Direct Plan - Growth,13.0672,18-12-2013
SBI Small Cap Fund - Direct Plan - Growth,12.9569,17-12-2013
SBI Small Cap Fund - Direct Plan - Growth,13.0345,16-12-2013
SBI Small Cap Fund - Direct Plan - Growth,12.9891,13-12-2013
SBI Small Cap Fund - Direct Plan - Growth,13.0021,12-12-2013
SBI Small Cap Fund - Direct Plan - Growth,13.0129,11-12-2013
SBI Small Cap Fund - Direct Plan - Growth,13.0325,10-12-2013
SBI Small Cap Fund - Direct Plan - Growth,13.0282,09-12-2013
SBI Small Cap Fund - Direct Plan - Growth,13.0439,06-12-2013
SBI Small Cap Fund - Direct Plan - Growth,13.0319,05-12-2013
SBI Small Cap Fund - Direct Plan - Growth,12.9799,04-12-2013
SBI Small Cap Fund - Direct Plan - Growth,13.0048,03-12-2013
