Fund_Name,NAV,Date
SBI Small Cap Fund - Direct Plan - Growth,46.3737,13-04-2020
SBI Small Cap Fund - Direct Plan - Growth,46.7891,09-04-2020
SBI Small Cap Fund - Direct Plan - Growth,45.7678,08-04-2020
SBI Small Cap Fund - Direct Plan - Growth,45.121,07-04-2020
SBI Small Cap Fund - Direct Plan - Growth,43.6981,03-04-2020
SBI Small Cap Fund - Direct Plan - Growth,43.7773,01-04-2020
SBI Small Cap Fund - Direct Plan - Growth,44.2998,31-03-2020
SBI Small Cap Fund - Direct Plan - Growth,43.1613,30-03-2020
SBI Small Cap Fund - Direct Plan - Growth,44.2552,27-03-2020
SBI Small Cap Fund - Direct Plan - Growth,43.7048,26-03-2020
SBI Small Cap Fund - Direct Plan - Growth,42.2905,25-03-2020
SBI Small Cap Fund - Direct Plan - Growth,41.26,24-03-2020
SBI Small Cap Fund - Direct Plan - Growth,41.311,23-03-2020
SBI Small Cap Fund - Direct Plan - Growth,45.7468,20-03-2020
SBI Small Cap Fund - Direct Plan - Growth,45.2642,19-03-2020
SBI Small Cap Fund - Direct Plan - Growth,47.0783,18-03-2020
SBI Small Cap Fund - Direct Plan - Growth,49.9371,17-03-2020
SBI Small Cap Fund - Direct Plan - Growth,50.8999,16-03-2020
SBI Small Cap Fund - Direct Plan - Growth,53.1576,13-03-2020
SBI Small Cap Fund - Direct Plan - Growth,53.1617,12-03-2020
SBI Small Cap Fund - Direct Plan - Growth,56.6672,11-03-2020
SBI Small Cap Fund - Direct Plan - Growth,56.7701,09-03-2020
SBI Small Cap Fund - Direct Plan - Growth,58.5236,06-03-2020
SBI Small Cap Fund - Direct Plan - Growth,59.2727,05-03-2020
SBI Small Cap Fund - Direct Plan - Growth,58.8308,04-03-2020
SBI Small Cap Fund - Direct Plan - Growth,59.7023,03-03-2020
SBI Small Cap Fund - Direct Plan - Growth,59.4357,02-03-2020
SBI Small Cap Fund - Direct Plan - Growth,59.45,28-02-2020
SBI Small Cap Fund - Direct Plan - Growth,61.0899,27-02-2020
SBI Small Cap Fund - Direct Plan - Growth,61.1649,26-02-2020
SBI Small Cap Fund - Direct Plan - Growth,61.6015,25-02-2020
SBI Small Cap Fund - Direct Plan - Growth,61.7942,24-02-2020
SBI Small Cap Fund - Direct Plan - Growth,62.3727,20-02-2020
SBI Small Cap Fund - Direct Plan - Growth,62.26,19-02-2020
SBI Small Cap Fund - Direct Plan - Growth,61.5595,18-02-2020
SBI Small Cap Fund - Direct Plan - Growth,62.0469,17-02-2020
SBI Small Cap Fund - Direct Plan - Growth,62.2419,14-02-2020
SBI Small Cap Fund - Direct Plan - Growth,62.2181,13-02-2020
SBI Small Cap Fund - Direct Plan - Growth,62.2058,12-02-2020
SBI Small Cap Fund - Direct Plan - Growth,62.1921,11-02-2020
SBI Small Cap Fund - Direct Plan - Growth,61.9086,10-02-2020
SBI Small Cap Fund - Direct Plan - Growth,62.3167,07-02-2020
SBI Small Cap Fund - Direct Plan - Growth,62.089,06-02-2020
SBI Small Cap Fund - Direct Plan - Growth,62.0606,05-02-2020
SBI Small Cap Fund - Direct Plan - Growth,61.7883,04-02-2020
SBI Small Cap Fund - Direct Plan - Growth,60.8872,03-02-2020
SBI Small Cap Fund - Direct Plan - Growth,61.7543,31-01-2020
SBI Small Cap Fund - Direct Plan - Growth,61.8134,30-01-2020
SBI Small Cap Fund - Direct Plan - Growth,62.1324,29-01-2020
SBI Small Cap Fund - Direct Plan - Growth,62.0886,28-01-2020
SBI Small Cap Fund - Direct Plan - Growth,61.9656,27-01-2020
SBI Small Cap Fund - Direct Plan - Growth,61.8393,24-01-2020
SBI Small Cap Fund - Direct Plan - Growth,61.1488,23-01-2020
SBI Small Cap Fund - Direct Plan - Growth,60.8469,22-01-2020
SBI Small Cap Fund - Direct Plan - Growth,60.7275,21-01-2020
SBI Small Cap Fund - Direct Plan - Growth,60.9709,20-01-2020
SBI Small Cap Fund - Direct Plan - Growth,60.8952,17-01-2020
SBI Small Cap Fund - Direct Plan - Growth,60.2189,16-01-2020
SBI Small Cap Fund - Direct Plan - Growth,59.6795,15-01-2020
SBI Small Cap Fund - Direct Plan - Growth,59.2895,14-01-2020
SBI Small Cap Fund - Direct Plan - Growth,59.1726,13-01-2020
SBI Small Cap Fund - Direct Plan - Growth,58.9076,10-01-2020
SBI Small Cap Fund - Direct Plan - Growth,58.6407,09-01-2020
SBI Small Cap Fund - Direct Plan - Growth,57.9868,08-01-2020
SBI Small Cap Fund - Direct Plan - Growth,58.2107,07-01-2020
SBI Small Cap Fund - Direct Plan - Growth,57.7329,06-01-2020
SBI Small Cap Fund - Direct Plan - Growth,58.6872,03-01-2020
SBI Small Cap Fund - Direct Plan - Growth,58.3988,02-01-2020
SBI Small Cap Fund - Direct Plan - Growth,57.886,01-01-2020
SBI Small Cap Fund - Direct Plan - Growth,57.8093,31-12-2019
SBI Small Cap Fund - Direct Plan - Growth,57.7981,30-12-2019
SBI Small Cap Fund - Direct Plan - Growth,57.7682,27-12-2019
SBI Small Cap Fund - Direct Plan - Growth,57.4846,26-12-2019
SBI Small Cap Fund - Direct Plan - Growth,57.4196,24-12-2019
SBI Small Cap Fund - Direct Plan - Growth,57.5756,23-12-2019
SBI Small Cap Fund - Direct Plan - Growth,57.6649,20-12-2019
SBI Small Cap Fund - Direct Plan - Growth,57.3051,19-12-2019
SBI Small Cap Fund - Direct Plan - Growth,57.1274,18-12-2019
SBI Small Cap Fund - Direct Plan - Growth,57.3155,17-12-2019
SBI Small Cap Fund - Direct Plan - Growth,56.9909,16-12-2019
SBI Small Cap Fund - Direct Plan - Growth,57.2957,13-12-2019
SBI Small Cap Fund - Direct Plan - Growth,56.7141,12-12-2019
SBI Small Cap Fund - Direct Plan - Growth,56.6208,11-12-2019
SBI Small Cap Fund - Direct Plan - Growth,56.8176,10-12-2019
SBI Small Cap Fund - Direct Plan - Growth,57.3044,09-12-2019
SBI Small Cap Fund - Direct Plan - Growth,57.6323,06-12-2019
SBI Small Cap Fund - Direct Plan - Growth,58.2459,05-12-2019
SBI Small Cap Fund - Direct Plan - Growth,58.3397,04-12-2019
SBI Small Cap Fund - Direct Plan - Growth,57.9542,03-12-2019
SBI Small Cap Fund - Direct Plan - Growth,58.0533,02-12-2019
SBI Small Cap Fund - Direct Plan - Growth,57.9839,29-11-2019
SBI Small Cap Fund - Direct Plan - Growth,57.7441,28-11-2019
SBI Small Cap Fund - Direct Plan - Growth,57.825,27-11-2019
SBI Small Cap Fund - Direct Plan - Growth,57.9258,26-11-2019
SBI Small Cap Fund - Direct Plan - Growth,58.2373,25-11-2019
SBI Small Cap Fund - Direct Plan - Growth,58.0555,22-11-2019
SBI Small Cap Fund - Direct Plan - Growth,58.0232,21-11-2019
SBI Small Cap Fund - Direct Plan - Growth,57.8357,20-11-2019
SBI Small Cap Fund - Direct Plan - Growth,57.8266,19-11-2019
SBI Small Cap Fund - Direct Plan - Growth,57.7894,18-11-2019
SBI Small Cap Fund - Direct Plan - Growth,57.71,15-11-2019
SBI Small Cap Fund - Direct Plan - Growth,57.8273,14-11-2019
SBI Small Cap Fund - Direct Plan - Growth,57.9023,13-11-2019
SBI Small Cap Fund - Direct Plan - Growth,57.692,11-11-2019
SBI Small Cap Fund - Direct Plan - Growth,57.4537,08-11-2019
SBI Small Cap Fund - Direct Plan - Growth,57.9074,07-11-2019
SBI Small Cap Fund - Direct Plan - Growth,57.7536,06-11-2019
SBI Small Cap Fund - Direct Plan - Growth,58.0708,05-11-2019
SBI Small Cap Fund - Direct Plan - Growth,58.5157,04-11-2019
SBI Small Cap Fund - Direct Plan - Growth,57.9809,01-11-2019
SBI Small Cap Fund - Direct Plan - Growth,57.6615,31-10-2019
SBI Small Cap Fund - Direct Plan - Growth,57.1831,30-10-2019
SBI Small Cap Fund - Direct Plan - Growth,57.0785,29-10-2019
SBI Small Cap Fund - Direct Plan - Growth,56.3768,25-10-2019
SBI Small Cap Fund - Direct Plan - Growth,56.4878,24-10-2019
SBI Small Cap Fund - Direct Plan - Growth,56.394,23-10-2019
SBI Small Cap Fund - Direct Plan - Growth,56.3394,22-10-2019
SBI Small Cap Fund - Direct Plan - Growth,56.3596,18-10-2019
SBI Small Cap Fund - Direct Plan - Growth,55.2661,17-10-2019
SBI Small Cap Fund - Direct Plan - Growth,54.9299,16-10-2019
SBI Small Cap Fund - Direct Plan - Growth,55.0504,15-10-2019
SBI Small Cap Fund - Direct Plan - Growth,54.9658,14-10-2019
SBI Small Cap Fund - Direct Plan - Growth,54.8222,11-10-2019
SBI Small Cap Fund - Direct Plan - Growth,54.7665,10-10-2019
SBI Small Cap Fund - Direct Plan - Growth,55.0566,09-10-2019
SBI Small Cap Fund - Direct Plan - Growth,54.8053,07-10-2019
SBI Small Cap Fund - Direct Plan - Growth,54.9464,04-10-2019
SBI Small Cap Fund - Direct Plan - Growth,55.399,03-10-2019
SBI Small Cap Fund - Direct Plan - Growth,55.6556,01-10-2019
SBI Small Cap Fund - Direct Plan - Growth,56.147,30-09-2019
SBI Small Cap Fund - Direct Plan - Growth,56.3843,27-09-2019
SBI Small Cap Fund - Direct Plan - Growth,56.3859,26-09-2019
SBI Small Cap Fund - Direct Plan - Growth,55.9413,25-09-2019
SBI Small Cap Fund - Direct Plan - Growth,56.4498,24-09-2019
SBI Small Cap Fund - Direct Plan - Growth,56.3502,23-09-2019
SBI Small Cap Fund - Direct Plan - Growth,54.447,20-09-2019
SBI Small Cap Fund - Direct Plan - Growth,52.7845,19-09-2019
SBI Small Cap Fund - Direct Plan - Growth,53.1334,18-09-2019
SBI Small Cap Fund - Direct Plan - Growth,53.1853,17-09-2019
SBI Small Cap Fund - Direct Plan - Growth,53.814,16-09-2019
SBI Small Cap Fund - Direct Plan - Growth,53.6012,13-09-2019
SBI Small Cap Fund - Direct Plan - Growth,53.6476,12-09-2019
SBI Small Cap Fund - Direct Plan - Growth,53.7478,11-09-2019
SBI Small Cap Fund - Direct Plan - Growth,52.9366,09-09-2019
SBI Small Cap Fund - Direct Plan - Growth,52.6455,06-09-2019
SBI Small Cap Fund - Direct Plan - Growth,52.2783,05-09-2019
SBI Small Cap Fund - Direct Plan - Growth,52.1216,04-09-2019
SBI Small Cap Fund - Direct Plan - Growth,51.9742,03-09-2019
SBI Small Cap Fund - Direct Plan - Growth,52.3752,30-08-2019
SBI Small Cap Fund - Direct Plan - Growth,52.0987,29-08-2019
SBI Small Cap Fund - Direct Plan - Growth,52.4938,28-08-2019
SBI Small Cap Fund - Direct Plan - Growth,52.5731,27-08-2019
SBI Small Cap Fund - Direct Plan - Growth,52.0341,26-08-2019
SBI Small Cap Fund - Direct Plan - Growth,51.3091,23-08-2019
SBI Small Cap Fund - Direct Plan - Growth,51.038,22-08-2019
SBI Small Cap Fund - Direct Plan - Growth,51.522,21-08-2019
SBI Small Cap Fund - Direct Plan - Growth,51.9247,20-08-2019
SBI Small Cap Fund - Direct Plan - Growth,51.9983,19-08-2019
SBI Small Cap Fund - Direct Plan - Growth,52.0211,16-08-2019
SBI Small Cap Fund - Direct Plan - Growth,51.7299,14-08-2019
SBI Small Cap Fund - Direct Plan - Growth,51.0979,13-08-2019
SBI Small Cap Fund - Direct Plan - Growth,51.6177,09-08-2019
SBI Small Cap Fund - Direct Plan - Growth,51.2595,08-08-2019
SBI Small Cap Fund - Direct Plan - Growth,51.1681,07-08-2019
SBI Small Cap Fund - Direct Plan - Growth,51.0319,06-08-2019
SBI Small Cap Fund - Direct Plan - Growth,50.5861,05-08-2019
SBI Small Cap Fund - Direct Plan - Growth,51.0349,02-08-2019
SBI Small Cap Fund - Direct Plan - Growth,51.3082,01-08-2019
SBI Small Cap Fund - Direct Plan - Growth,51.9017,31-07-2019
SBI Small Cap Fund - Direct Plan - Growth,51.466,30-07-2019
SBI Small Cap Fund - Direct Plan - Growth,52.1616,29-07-2019
SBI Small Cap Fund - Direct Plan - Growth,52.5686,26-07-2019
SBI Small Cap Fund - Direct Plan - Growth,52.5207,25-07-2019
SBI Small Cap Fund - Direct Plan - Growth,52.7374,24-07-2019
SBI Small Cap Fund - Direct Plan - Growth,53.155,23-07-2019
SBI Small Cap Fund - Direct Plan - Growth,53.024,22-07-2019
SBI Small Cap Fund - Direct Plan - Growth,53.4029,19-07-2019
SBI Small Cap Fund - Direct Plan - Growth,54.0147,18-07-2019
SBI Small Cap Fund - Direct Plan - Growth,54.319,17-07-2019
SBI Small Cap Fund - Direct Plan - Growth,54.0856,16-07-2019
SBI Small Cap Fund - Direct Plan - Growth,54.1461,15-07-2019
SBI Small Cap Fund - Direct Plan - Growth,54.2785,12-07-2019
SBI Small Cap Fund - Direct Plan - Growth,54.0984,11-07-2019
SBI Small Cap Fund - Direct Plan - Growth,53.8443,10-07-2019
SBI Small Cap Fund - Direct Plan - Growth,54.0836,09-07-2019
SBI Small Cap Fund - Direct Plan - Growth,54.1644,08-07-2019
SBI Small Cap Fund - Direct Plan - Growth,54.8561,05-07-2019
SBI Small Cap Fund - Direct Plan - Growth,55.4699,04-07-2019
SBI Small Cap Fund - Direct Plan - Growth,55.3738,03-07-2019
SBI Small Cap Fund - Direct Plan - Growth,55.456,02-07-2019
SBI Small Cap Fund - Direct Plan - Growth,55.3031,01-07-2019
SBI Small Cap Fund - Direct Plan - Growth,55.224,28-06-2019
SBI Small Cap Fund - Direct Plan - Growth,55.097,27-06-2019
SBI Small Cap Fund - Direct Plan - Growth,54.9657,26-06-2019
SBI Small Cap Fund - Direct Plan - Growth,54.4957,25-06-2019
SBI Small Cap Fund - Direct Plan - Growth,54.1894,24-06-2019
SBI Small Cap Fund - Direct Plan - Growth,54.4826,21-06-2019
SBI Small Cap Fund - Direct Plan - Growth,54.4507,20-06-2019
SBI Small Cap Fund - Direct Plan - Growth,54.0946,19-06-2019
SBI Small Cap Fund - Direct Plan - Growth,54.3588,18-06-2019
SBI Small Cap Fund - Direct Plan - Growth,54.651,17-06-2019
SBI Small Cap Fund - Direct Plan - Growth,55.2265,14-06-2019
SBI Small Cap Fund - Direct Plan - Growth,55.3583,13-06-2019
SBI Small Cap Fund - Direct Plan - Growth,55.6663,12-06-2019
SBI Small Cap Fund - Direct Plan - Growth,55.677,11-06-2019
SBI Small Cap Fund - Direct Plan - Growth,55.7431,10-06-2019
SBI Small Cap Fund - Direct Plan - Growth,56.094,07-06-2019
SBI Small Cap Fund - Direct Plan - Growth,56.1253,06-06-2019
SBI Small Cap Fund - Direct Plan - Growth,56.7067,04-06-2019
SBI Small Cap Fund - Direct Plan - Growth,56.7417,03-06-2019
SBI Small Cap Fund - Direct Plan - Growth,56.4804,31-05-2019
SBI Small Cap Fund - Direct Plan - Growth,56.1882,30-05-2019
SBI Small Cap Fund - Direct Plan - Growth,56.3573,29-05-2019
SBI Small Cap Fund - Direct Plan - Growth,56.5415,28-05-2019
SBI Small Cap Fund - Direct Plan - Growth,55.9036,27-05-2019
SBI Small Cap Fund - Direct Plan - Growth,54.9948,24-05-2019
SBI Small Cap Fund - Direct Plan - Growth,53.9873,23-05-2019
SBI Small Cap Fund - Direct Plan - Growth,54.0958,22-05-2019
SBI Small Cap Fund - Direct Plan - Growth,54.0838,21-05-2019
SBI Small Cap Fund - Direct Plan - Growth,54.4867,20-05-2019
SBI Small Cap Fund - Direct Plan - Growth,53.073,17-05-2019
SBI Small Cap Fund - Direct Plan - Growth,52.9338,16-05-2019
SBI Small Cap Fund - Direct Plan - Growth,53.0303,15-05-2019
SBI Small Cap Fund - Direct Plan - Growth,53.1004,14-05-2019
SBI Small Cap Fund - Direct Plan - Growth,52.8389,13-05-2019
SBI Small Cap Fund - Direct Plan - Growth,53.706,10-05-2019
SBI Small Cap Fund - Direct Plan - Growth,53.7084,09-05-2019
SBI Small Cap Fund - Direct Plan - Growth,53.8583,08-05-2019
SBI Small Cap Fund - Direct Plan - Growth,54.3424,07-05-2019
SBI Small Cap Fund - Direct Plan - Growth,54.4976,06-05-2019
SBI Small Cap Fund - Direct Plan - Growth,54.897,03-05-2019
SBI Small Cap Fund - Direct Plan - Growth,55.0024,02-05-2019
SBI Small Cap Fund - Direct Plan - Growth,55.083,30-04-2019
SBI Small Cap Fund - Direct Plan - Growth,55.3187,26-04-2019
SBI Small Cap Fund - Direct Plan - Growth,55.3592,25-04-2019
SBI Small Cap Fund - Direct Plan - Growth,55.2723,24-04-2019
SBI Small Cap Fund - Direct Plan - Growth,55.0555,23-04-2019
SBI Small Cap Fund - Direct Plan - Growth,54.9458,22-04-2019
SBI Small Cap Fund - Direct Plan - Growth,55.7232,18-04-2019
SBI Small Cap Fund - Direct Plan - Growth,56.1267,16-04-2019
SBI Small Cap Fund - Direct Plan - Growth,56.1536,15-04-2019
SBI Small Cap Fund - Direct Plan - Growth,55.9226,12-04-2019
SBI Small Cap Fund - Direct Plan - Growth,55.7987,11-04-2019
SBI Small Cap Fund - Direct Plan - Growth,55.6388,10-04-2019
SBI Small Cap Fund - Direct Plan - Growth,55.6612,09-04-2019
SBI Small Cap Fund - Direct Plan - Growth,55.8828,08-04-2019
SBI Small Cap Fund - Direct Plan - Growth,56.0191,05-04-2019
SBI Small Cap Fund - Direct Plan - Growth,55.6447,04-04-2019
SBI Small Cap Fund - Direct Plan - Growth,55.6601,03-04-2019
SBI Small Cap Fund - Direct Plan - Growth,56.0011,02-04-2019
SBI Small Cap Fund - Direct Plan - Growth,56.1772,01-04-2019
SBI Small Cap Fund - Direct Plan - Growth,55.663,29-03-2019
SBI Small Cap Fund - Direct Plan - Growth,54.7581,28-03-2019
SBI Small Cap Fund - Direct Plan - Growth,54.46,27-03-2019
SBI Small Cap Fund - Direct Plan - Growth,54.4065,26-03-2019
SBI Small Cap Fund - Direct Plan - Growth,54.0256,25-03-2019
SBI Small Cap Fund - Direct Plan - Growth,54.6498,22-03-2019
SBI Small Cap Fund - Direct Plan - Growth,54.7637,20-03-2019
SBI Small Cap Fund - Direct Plan - Growth,55.1238,19-03-2019
SBI Small Cap Fund - Direct Plan - Growth,54.8356,18-03-2019
SBI Small Cap Fund - Direct Plan - Growth,54.8323,15-03-2019
SBI Small Cap Fund - Direct Plan - Growth,55.0181,14-03-2019
SBI Small Cap Fund - Direct Plan - Growth,55.1959,13-03-2019
SBI Small Cap Fund - Direct Plan - Growth,55.2773,12-03-2019
SBI Small Cap Fund - Direct Plan - Growth,54.7406,11-03-2019
SBI Small Cap Fund - Direct Plan - Growth,53.9401,08-03-2019
SBI Small Cap Fund - Direct Plan - Growth,53.7052,07-03-2019
SBI Small Cap Fund - Direct Plan - Growth,53.2436,06-03-2019
SBI Small Cap Fund - Direct Plan - Growth,52.7007,05-03-2019
SBI Small Cap Fund - Direct Plan - Growth,51.4418,01-03-2019
SBI Small Cap Fund - Direct Plan - Growth,50.7717,28-02-2019
SBI Small Cap Fund - Direct Plan - Growth,50.6695,27-02-2019
SBI Small Cap Fund - Direct Plan - Growth,50.9392,26-02-2019
SBI Small Cap Fund - Direct Plan - Growth,51.1544,25-02-2019
SBI Small Cap Fund - Direct Plan - Growth,51.1164,22-02-2019
SBI Small Cap Fund - Direct Plan - Growth,50.8863,21-02-2019
SBI Small Cap Fund - Direct Plan - Growth,50.5134,20-02-2019
SBI Small Cap Fund - Direct Plan - Growth,50.1932,19-02-2019
SBI Small Cap Fund - Direct Plan - Growth,49.7231,18-02-2019
SBI Small Cap Fund - Direct Plan - Growth,49.8363,15-02-2019
SBI Small Cap Fund - Direct Plan - Growth,50.0246,14-02-2019
SBI Small Cap Fund - Direct Plan - Growth,49.9159,13-02-2019
SBI Small Cap Fund - Direct Plan - Growth,49.9865,12-02-2019
SBI Small Cap Fund - Direct Plan - Growth,50.1417,11-02-2019
SBI Small Cap Fund - Direct Plan - Growth,50.5532,08-02-2019
SBI Small Cap Fund - Direct Plan - Growth,50.8924,07-02-2019
SBI Small Cap Fund - Direct Plan - Growth,50.5395,06-02-2019
SBI Small Cap Fund - Direct Plan - Growth,50.7151,05-02-2019
SBI Small Cap Fund - Direct Plan - Growth,51.0358,04-02-2019
SBI Small Cap Fund - Direct Plan - Growth,51.2972,01-02-2019
SBI Small Cap Fund - Direct Plan - Growth,51.3507,31-01-2019
SBI Small Cap Fund - Direct Plan - Growth,51.0055,30-01-2019
SBI Small Cap Fund - Direct Plan - Growth,51.0547,29-01-2019
SBI Small Cap Fund - Direct Plan - Growth,51.0862,28-01-2019
SBI Small Cap Fund - Direct Plan - Growth,51.8002,25-01-2019
SBI Small Cap Fund - Direct Plan - Growth,52.2905,24-01-2019
SBI Small Cap Fund - Direct Plan - Growth,52.2713,23-01-2019
SBI Small Cap Fund - Direct Plan - Growth,52.5351,22-01-2019
SBI Small Cap Fund - Direct Plan - Growth,52.858,21-01-2019
SBI Small Cap Fund - Direct Plan - Growth,53.071,18-01-2019
SBI Small Cap Fund - Direct Plan - Growth,53.1674,17-01-2019
SBI Small Cap Fund - Direct Plan - Growth,53.2055,16-01-2019
SBI Small Cap Fund - Direct Plan - Growth,53.2756,15-01-2019
SBI Small Cap Fund - Direct Plan - Growth,53.1547,14-01-2019
SBI Small Cap Fund - Direct Plan - Growth,53.1862,11-01-2019
SBI Small Cap Fund - Direct Plan - Growth,53.2423,10-01-2019
SBI Small Cap Fund - Direct Plan - Growth,53.2998,09-01-2019
SBI Small Cap Fund - Direct Plan - Growth,53.2516,08-01-2019
SBI Small Cap Fund - Direct Plan - Growth,53.4187,07-01-2019
SBI Small Cap Fund - Direct Plan - Growth,53.3289,04-01-2019
SBI Small Cap Fund - Direct Plan - Growth,53.5067,03-01-2019
SBI Small Cap Fund - Direct Plan - Growth,53.7148,02-01-2019
SBI Small Cap Fund - Direct Plan - Growth,53.818,01-01-2019
SBI Small Cap Fund - Direct Plan - Growth,53.8265,31-12-2018
SBI Small Cap Fund - Direct Plan - Growth,53.5178,28-12-2018
SBI Small Cap Fund - Direct Plan - Growth,53.0365,27-12-2018
SBI Small Cap Fund - Direct Plan - Growth,52.817,26-12-2018
SBI Small Cap Fund - Direct Plan - Growth,52.8045,24-12-2018
SBI Small Cap Fund - Direct Plan - Growth,53.5026,21-12-2018
SBI Small Cap Fund - Direct Plan - Growth,54.1591,20-12-2018
SBI Small Cap Fund - Direct Plan - Growth,54.0589,19-12-2018
SBI Small Cap Fund - Direct Plan - Growth,53.4937,18-12-2018
SBI Small Cap Fund - Direct Plan - Growth,53.2949,17-12-2018
SBI Small Cap Fund - Direct Plan - Growth,53.0898,14-12-2018
SBI Small Cap Fund - Direct Plan - Growth,53.0474,13-12-2018
SBI Small Cap Fund - Direct Plan - Growth,52.6722,12-12-2018
SBI Small Cap Fund - Direct Plan - Growth,51.6933,11-12-2018
SBI Small Cap Fund - Direct Plan - Growth,51.301,10-12-2018
SBI Small Cap Fund - Direct Plan - Growth,52.0078,07-12-2018
SBI Small Cap Fund - Direct Plan - Growth,51.9051,06-12-2018
SBI Small Cap Fund - Direct Plan - Growth,52.5267,05-12-2018
SBI Small Cap Fund - Direct Plan - Growth,52.9458,04-12-2018
SBI Small Cap Fund - Direct Plan - Growth,52.7747,03-12-2018
SBI Small Cap Fund - Direct Plan - Growth,52.7422,30-11-2018
SBI Small Cap Fund - Direct Plan - Growth,52.4969,29-11-2018
SBI Small Cap Fund - Direct Plan - Growth,52.4448,28-11-2018
SBI Small Cap Fund - Direct Plan - Growth,52.3787,27-11-2018
SBI Small Cap Fund - Direct Plan - Growth,52.3692,26-11-2018
SBI Small Cap Fund - Direct Plan - Growth,52.5867,22-11-2018
SBI Small Cap Fund - Direct Plan - Growth,52.6805,21-11-2018
SBI Small Cap Fund - Direct Plan - Growth,52.7118,20-11-2018
SBI Small Cap Fund - Direct Plan - Growth,53.029,19-11-2018
SBI Small Cap Fund - Direct Plan - Growth,52.5647,16-11-2018
SBI Small Cap Fund - Direct Plan - Growth,52.6406,15-11-2018
SBI Small Cap Fund - Direct Plan - Growth,52.847,14-11-2018
SBI Small Cap Fund - Direct Plan - Growth,52.6014,13-11-2018
SBI Small Cap Fund - Direct Plan - Growth,52.6627,12-11-2018
SBI Small Cap Fund - Direct Plan - Growth,53.0344,09-11-2018
SBI Small Cap Fund - Direct Plan - Growth,52.3747,06-11-2018
SBI Small Cap Fund - Direct Plan - Growth,52.4327,05-11-2018
SBI Small Cap Fund - Direct Plan - Growth,52.5668,02-11-2018
SBI Small Cap Fund - Direct Plan - Growth,52.0587,01-11-2018
SBI Small Cap Fund - Direct Plan - Growth,51.8851,31-10-2018
SBI Small Cap Fund - Direct Plan - Growth,51.4475,30-10-2018
SBI Small Cap Fund - Direct Plan - Growth,50.9297,29-10-2018
SBI Small Cap Fund - Direct Plan - Growth,50.3325,26-10-2018
SBI Small Cap Fund - Direct Plan - Growth,50.251,25-10-2018
SBI Small Cap Fund - Direct Plan - Growth,50.3952,24-10-2018
SBI Small Cap Fund - Direct Plan - Growth,50.1667,23-10-2018
SBI Small Cap Fund - Direct Plan - Growth,50.7772,22-10-2018
SBI Small Cap Fund - Direct Plan - Growth,51.425,19-10-2018
SBI Small Cap Fund - Direct Plan - Growth,51.9801,17-10-2018
SBI Small Cap Fund - Direct Plan - Growth,52.7174,16-10-2018
SBI Small Cap Fund - Direct Plan - Growth,52.1697,15-10-2018
SBI Small Cap Fund - Direct Plan - Growth,51.7944,12-10-2018
SBI Small Cap Fund - Direct Plan - Growth,51.0028,11-10-2018
SBI Small Cap Fund - Direct Plan - Growth,51.6901,10-10-2018
SBI Small Cap Fund - Direct Plan - Growth,49.9984,09-10-2018
SBI Small Cap Fund - Direct Plan - Growth,50.3191,08-10-2018
SBI Small Cap Fund - Direct Plan - Growth,51.0967,05-10-2018
SBI Small Cap Fund - Direct Plan - Growth,51.9575,04-10-2018
SBI Small Cap Fund - Direct Plan - Growth,52.9192,03-10-2018
SBI Small Cap Fund - Direct Plan - Growth,52.883,01-10-2018
SBI Small Cap Fund - Direct Plan - Growth,53.3171,28-09-2018
SBI Small Cap Fund - Direct Plan - Growth,54.4466,27-09-2018
SBI Small Cap Fund - Direct Plan - Growth,55.1202,26-09-2018
SBI Small Cap Fund - Direct Plan - Growth,54.8274,25-09-2018
SBI Small Cap Fund - Direct Plan - Growth,55.2821,24-09-2018
SBI Small Cap Fund - Direct Plan - Growth,56.4467,21-09-2018
SBI Small Cap Fund - Direct Plan - Growth,57.5821,19-09-2018
SBI Small Cap Fund - Direct Plan - Growth,58.0036,18-09-2018
SBI Small Cap Fund - Direct Plan - Growth,58.5504,17-09-2018
SBI Small Cap Fund - Direct Plan - Growth,58.7983,14-09-2018
SBI Small Cap Fund - Direct Plan - Growth,58.2059,12-09-2018
SBI Small Cap Fund - Direct Plan - Growth,58.317,11-09-2018
SBI Small Cap Fund - Direct Plan - Growth,58.943,10-09-2018
SBI Small Cap Fund - Direct Plan - Growth,59.3814,07-09-2018
SBI Small Cap Fund - Direct Plan - Growth,59.2383,06-09-2018
SBI Small Cap Fund - Direct Plan - Growth,58.6949,05-09-2018
SBI Small Cap Fund - Direct Plan - Growth,58.889,04-09-2018
SBI Small Cap Fund - Direct Plan - Growth,59.8974,03-09-2018
SBI Small Cap Fund - Direct Plan - Growth,60.1287,31-08-2018
SBI Small Cap Fund - Direct Plan - Growth,59.5719,30-08-2018
SBI Small Cap Fund - Direct Plan - Growth,59.4907,29-08-2018
SBI Small Cap Fund - Direct Plan - Growth,59.5545,28-08-2018
SBI Small Cap Fund - Direct Plan - Growth,59.3442,27-08-2018
SBI Small Cap Fund - Direct Plan - Growth,58.8617,24-08-2018
SBI Small Cap Fund - Direct Plan - Growth,59.031,23-08-2018
SBI Small Cap Fund - Direct Plan - Growth,58.8857,21-08-2018
SBI Small Cap Fund - Direct Plan - Growth,58.7597,20-08-2018
